Purpose_of_flight,Total_Fatal_Injuries,Broad_phase_of_flight,year
Personal,,Cruise,2004
Instructional,,Maneuvering,2004
Personal,,Descent,2004
Personal,,Approach,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Other Work Use,,Landing,2004
Personal,,Landing,2004
Business,,Landing,2004
Personal,,Taxi,2004
Personal,,Go-around,2004
Personal,,Landing,2004
Personal,1,Maneuvering,2004
Personal,1,Cruise,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,2,Maneuvering,2004
Aerial Observation,1,Cruise,2004
Aerial Application,,Cruise,2004
Flight Test,2,Maneuvering,2004
Personal,2,Cruise,2004
Positioning,3,Descent,2004
Ferry,,Cruise,2004
Instructional,,Landing,2004
Business,,Taxi,2004
Aerial Application,,Maneuvering,2004
Public Aircraft,,Cruise,2004
Instructional,,Landing,2004
Instructional,,Maneuvering,2004
,,Cruise,2004
Aerial Application,,Takeoff,2004
Instructional,,Takeoff,2004
Personal,,Taxi,2004
,,Landing,2004
Personal,,Maneuvering,2004
,,Cruise,2004
Personal,1,Cruise,2004
Personal,,Landing,2004
Positioning,,Maneuvering,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Skydiving,,Takeoff,2004
Instructional,,Cruise,2004
Personal,1,Cruise,2004
Other Work Use,,Maneuvering,2004
Instructional,,Landing,2004
Aerial Application,1,Maneuvering,2004
Personal,2,Cruise,2004
Instructional,,Landing,2004
Instructional,,Cruise,2004
,,Taxi,2004
,,Approach,2004
Aerial Observation,,Cruise,2004
Personal,1,Cruise,2004
Personal,1,Approach,2004
Instructional,,Landing,2004
Personal,1,Cruise,2004
Personal,,Approach,2004
Personal,1,Takeoff,2004
Personal,,Landing,2004
Instructional,,Cruise,2004
Personal,,Landing,2004
Business,,Cruise,2004
Personal,,Climb,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Personal,,Cruise,2004
Personal,,Takeoff,2004
Business,,Approach,2004
Personal,,Landing,2004
Personal,,Cruise,2004
Personal,,Cruise,2004
Instructional,2,Landing,2004
Personal,,Cruise,2004
Personal,2,Maneuvering,2004
Unknown,,Unknown,2004
,,Descent,2004
Unknown,,Landing,2004
Personal,,Approach,2004
Personal,,Cruise,2004
Personal,,Landing,2004
Business,,Landing,2004
Personal,,Go-around,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
,,Standing,2004
,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Personal,,Cruise,2004
,,Takeoff,2004
Personal,2,Maneuvering,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Instructional,,Go-around,2004
Personal,,Taxi,2004
,,Landing,2004
Personal,2,Maneuvering,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Approach,2004
Instructional,,Landing,2004
Aerial Application,,Takeoff,2004
Aerial Application,,Takeoff,2004
,,Landing,2004
Personal,2,Approach,2004
Instructional,1,Taxi,2004
Instructional,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Landing,2004
,,Approach,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Aerial Application,,Takeoff,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
Aerial Application,,Cruise,2004
Personal,,Go-around,2004
Personal,1,Cruise,2004
Business,,Cruise,2004
Personal,,Takeoff,2004
,,Landing,2004
Personal,,Landing,2004
Public Aircraft,1,Approach,2004
Personal,2,Go-around,2004
Personal,,Descent,2004
Personal,,Maneuvering,2004
Personal,,Approach,2004
Personal,,Maneuvering,2004
Personal,2,Takeoff,2004
Personal,,Takeoff,2004
Personal,,Maneuvering,2004
Personal,,Takeoff,2004
Instructional,1,Maneuvering,2004
Personal,,Takeoff,2004
,,Approach,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,,Taxi,2004
Personal,,Cruise,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Climb,2004
Instructional,,Cruise,2004
Personal,,Cruise,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
,,Landing,2004
Personal,6,Cruise,2004
Personal,2,Takeoff,2004
,4,Cruise,2004
Instructional,,Taxi,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Aerial Application,,Takeoff,2004
,1,Cruise,2004
Instructional,,Landing,2004
Aerial Application,,Maneuvering,2004
Personal,1,Cruise,2004
Personal,,Go-around,2004
Aerial Application,,Landing,2004
Aerial Application,,Landing,2004
Personal,,Taxi,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,3,Maneuvering,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Personal,,Descent,2004
Personal,,Takeoff,2004
Positioning,,Approach,2004
Personal,,Maneuvering,2004
Personal,,Go-around,2004
Personal,,Landing,2004
Personal,,Landing,2004
Instructional,,Approach,2004
Business,,Takeoff,2004
Personal,,Landing,2004
Personal,1,Maneuvering,2004
Personal,1,Takeoff,2004
,,Taxi,2004
Personal,,Cruise,2004
Personal,2,Approach,2004
Personal,,Cruise,2004
Instructional,,Landing,2004
Personal,,Approach,2004
Instructional,,Takeoff,2004
Instructional,,Approach,2004
Aerial Application,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Approach,2004
Personal,,Go-around,2004
Personal,2,Takeoff,2004
Personal,,Approach,2004
Flight Test,,Approach,2004
Instructional,,Landing,2004
,,Landing,2004
Personal,1,Takeoff,2004
Personal,1,Takeoff,2004
Personal,1,Takeoff,2004
Aerial Application,,Maneuvering,2004
Personal,2,Takeoff,2004
Personal,,Takeoff,2004
Personal,,Takeoff,2004
Business,,Cruise,2004
Personal,1,Cruise,2004
Instructional,,Cruise,2004
Instructional,,Cruise,2004
Personal,1,Standing,2004
Personal,,Takeoff,2004
Aerial Application,,Landing,2004
Instructional,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Climb,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
Personal,,Takeoff,2004
Personal,,Cruise,2004
Instructional,,Takeoff,2004
Positioning,,Cruise,2004
Personal,,Landing,2004
Personal,,Maneuvering,2004
Public Aircraft,,Cruise,2004
Personal,,Landing,2004
Personal,,Climb,2004
Personal,,Cruise,2004
Personal,,Taxi,2004
Instructional,,Takeoff,2004
Personal,2,Cruise,2004
,,Cruise,2004
Personal,,Landing,2004
,,Approach,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,3,Approach,2004
Personal,,Cruise,2004
Personal,,Cruise,2004
Aerial Application,1,Maneuvering,2004
Personal,,Takeoff,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Cruise,2004
,,Cruise,2004
Personal,,Approach,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Maneuvering,2004
Personal,,Approach,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Cruise,2004
Personal,,Takeoff,2004
Personal,,Takeoff,2004
Personal,,Cruise,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
,,Taxi,2004
Personal,,Go-around,2004
Personal,,Landing,2004
,,Cruise,2004
Personal,1,Approach,2004
Other Work Use,,Approach,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Instructional,,Takeoff,2004
Business,4,Takeoff,2004
Personal,2,Approach,2004
Ferry,,Cruise,2004
,1,Cruise,2004
,,Cruise,2004
Personal,,Landing,2004
Instructional,,Maneuvering,2004
Personal,,Landing,2004
Aerial Application,,Takeoff,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Instructional,,Descent,2004
Personal,,Landing,2004
Instructional,,Cruise,2004
Personal,1,Cruise,2004
Instructional,,Descent,2004
Instructional,,Maneuvering,2004
Personal,,Approach,2004
Personal,,Takeoff,2004
Personal,3,Maneuvering,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,,Taxi,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Takeoff,2004
Aerial Application,,Approach,2004
Instructional,,Standing,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Instructional,,Landing,2004
Personal,1,Maneuvering,2004
Instructional,,Other,2004
Personal,,Cruise,2004
Personal,,Approach,2004
Personal,,Takeoff,2004
Personal,,Maneuvering,2004
Personal,,Cruise,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Personal,1,Takeoff,2004
Personal,,Landing,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,,Cruise,2004
Personal,,Taxi,2004
Personal,,Landing,2004
Personal,,Go-around,2004
Personal,,Landing,2004
Personal,1,Maneuvering,2004
,1,Maneuvering,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Descent,2004
Personal,,Cruise,2004
Personal,,Descent,2004
Personal,,Takeoff,2004
,,Takeoff,2004
Public Aircraft,,Maneuvering,2004
Personal,2,Approach,2004
Personal,,Descent,2004
,,Takeoff,2004
Personal,,Cruise,2004
Personal,,Landing,2004
Other Work Use,,Maneuvering,2004
Instructional,,Maneuvering,2004
Instructional,,Takeoff,2004
Personal,1,Landing,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Approach,2004
Personal,1,Approach,2004
Personal,,Landing,2004
Personal,1,Cruise,2004
Personal,,Descent,2004
Personal,,Landing,2004
Ferry,,Cruise,2004
Personal,,Cruise,2004
Positioning,,Standing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Cruise,2004
Aerial Application,,Takeoff,2004
Personal,,Cruise,2004
Personal,,Approach,2004
Instructional,,Approach,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Cruise,2004
Personal,1,Takeoff,2004
Personal,,Cruise,2004
Personal,,Takeoff,2004
Personal,,Approach,2004
Personal,,Takeoff,2004
,,Landing,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
Flight Test,,Climb,2004
Personal,2,Cruise,2004
Personal,1,Approach,2004
,,Cruise,2004
,1,Standing,2004
Instructional,,Cruise,2004
Other Work Use,1,Maneuvering,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Cruise,2004
Instructional,,Landing,2004
Aerial Application,,Cruise,2004
Personal,,Approach,2004
Instructional,,Landing,2004
Instructional,,Taxi,2004
Personal,,Landing,2004
Instructional,3,Maneuvering,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,,Cruise,2004
Instructional,,Landing,2004
Public Aircraft,1,Cruise,2004
Personal,,Cruise,2004
,1,Approach,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Positioning,,Cruise,2004
Personal,,Landing,2004
Business,1,Takeoff,2004
Personal,4,Cruise,2004
Business,,Approach,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,1,Approach,2004
Positioning,,Taxi,2004
Positioning,1,Cruise,2004
Personal,,Cruise,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Personal,1,Cruise,2004
Other Work Use,,Cruise,2004
Flight Test,,Takeoff,2004
Personal,,Takeoff,2004
Unknown,,Takeoff,2004
Instructional,,Cruise,2004
Personal,1,Landing,2004
Public Aircraft,,Maneuvering,2004
Other Work Use,,Maneuvering,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Unknown,,Maneuvering,2004
Aerial Application,,Maneuvering,2004
Business,1,Approach,2004
Positioning,,Taxi,2004
Personal,,Descent,2004
Aerial Application,,Maneuvering,2004
Positioning,,Cruise,2004
Positioning,1,Cruise,2004
Personal,1,Maneuvering,2004
Personal,,Landing,2004
Personal,,Cruise,2004
Personal,1,Approach,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Maneuvering,2004
Positioning,,Maneuvering,2004
Personal,,Landing,2004
Other Work Use,,Approach,2004
Personal,3,Cruise,2004
Personal,2,Approach,2004
Personal,,Descent,2004
Public Aircraft,,Landing,2004
Instructional,,Maneuvering,2004
Aerial Application,,Landing,2004
Aerial Application,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Takeoff,2004
Personal,1,Takeoff,2004
Aerial Application,,Takeoff,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Climb,2004
,,Descent,2004
Positioning,,Landing,2004
Personal,,Takeoff,2004
Personal,,Climb,2004
Public Aircraft,,Descent,2004
Personal,,Takeoff,2004
Personal,,Cruise,2004
Positioning,,Descent,2004
Public Aircraft,1,Cruise,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,,Descent,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Personal,2,Takeoff,2004
Personal,1,Takeoff,2004
Air Race/show,1,Maneuvering,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,1,Approach,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Instructional,,Landing,2004
Aerial Application,,Maneuvering,2004
Personal,,Cruise,2004
Personal,2,Takeoff,2004
Personal,2,Maneuvering,2004
Business,3,Cruise,2004
,,Standing,2004
Personal,,Maneuvering,2004
Aerial Application,,Maneuvering,2004
Instructional,,Go-around,2004
Personal,2,Approach,2004
Personal,4,Approach,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
Other Work Use,1,Climb,2004
Personal,1,Takeoff,2004
Aerial Application,,Landing,2004
Personal,,Landing,2004
Personal,,Cruise,2004
Personal,,Go-around,2004
Aerial Application,,Maneuvering,2004
Air Race/show,,Takeoff,2004
Personal,,Landing,2004
Instructional,,Go-around,2004
Personal,,Approach,2004
Personal,,Approach,2004
,,Cruise,2004
Personal,,Takeoff,2004
Personal,,Cruise,2004
Instructional,,Maneuvering,2004
Aerial Application,,Maneuvering,2004
Aerial Application,,Takeoff,2004
Instructional,,Go-around,2004
Personal,,Landing,2004
Personal,,Cruise,2004
Personal,1,Cruise,2004
Aerial Application,,Maneuvering,2004
Personal,,Descent,2004
Personal,,Approach,2004
Personal,,Landing,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Aerial Application,,Takeoff,2004
Aerial Application,1,Maneuvering,2004
Aerial Application,,Maneuvering,2004
Personal,2,Cruise,2004
,,Standing,2004
Personal,,Takeoff,2004
Other Work Use,,Maneuvering,2004
Other Work Use,,Cruise,2004
Personal,1,Maneuvering,2004
Unknown,,Takeoff,2004
Aerial Application,,Maneuvering,2004
Instructional,,Landing,2004
Public Aircraft,,Go-around,2004
Personal,1,Landing,2004
Positioning,,Cruise,2004
Aerial Application,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Landing,2004
Aerial Application,,Maneuvering,2004
Personal,,Descent,2004
Aerial Application,,Takeoff,2004
Personal,,Landing,2004
,,Landing,2004
Personal,1,Maneuvering,2004
Personal,,Takeoff,2004
Instructional,,Takeoff,2004
Business,,Landing,2004
Personal,1,Takeoff,2004
Personal,2,Maneuvering,2004
Personal,,Landing,2004
Personal,,Maneuvering,2004
Glider Tow,1,Takeoff,2004
Personal,,Approach,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Positioning,2,Cruise,2004
Personal,,Climb,2004
Personal,,Cruise,2004
Instructional,,Landing,2004
Instructional,,Landing,2004
,1,Go-around,2004
Instructional,,Landing,2004
Aerial Application,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Cruise,2004
Personal,,Landing,2004
Personal,,Approach,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Unknown,1,Climb,2004
Personal,1,Go-around,2004
Personal,4,Cruise,2004
Personal,,Landing,2004
Aerial Application,,Takeoff,2004
Personal,,Landing,2004
Public Aircraft,1,Maneuvering,2004
Personal,1,Unknown,2004
Personal,,Landing,2004
Positioning,2,Descent,2004
Personal,,Landing,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,2,Maneuvering,2004
Personal,,Cruise,2004
Personal,1,Approach,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Takeoff,2004
Other Work Use,,Approach,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Aerial Application,1,Maneuvering,2004
Personal,2,Cruise,2004
Personal,,Landing,2004
Personal,1,Descent,2004
Public Aircraft,,Maneuvering,2004
Instructional,,Landing,2004
Aerial Application,,Maneuvering,2004
Instructional,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Approach,2004
Aerial Application,,Takeoff,2004
Personal,,Takeoff,2004
Aerial Observation,,Takeoff,2004
Aerial Application,,Maneuvering,2004
Personal,2,Takeoff,2004
Unknown,,Landing,2004
Personal,,Landing,2004
Personal,1,Takeoff,2004
Instructional,,Landing,2004
Instructional,,Descent,2004
Business,,Takeoff,2004
,3,Cruise,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Climb,2004
Personal,,Landing,2004
Personal,1,Cruise,2004
Positioning,,Landing,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Business,2,Maneuvering,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,3,Cruise,2004
Personal,,Cruise,2004
Personal,2,Maneuvering,2004
Personal,,Landing,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Personal,,Approach,2004
Personal,,Landing,2004
Personal,,Landing,2004
Flight Test,,Takeoff,2004
,,Takeoff,2004
Personal,,Go-around,2004
Public Aircraft,,Standing,2004
,,Standing,2004
Instructional,,Landing,2004
Personal,,Takeoff,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Instructional,,Taxi,2004
Flight Test,,Descent,2004
Personal,,Landing,2004
Aerial Application,,Takeoff,2004
Personal,1,Maneuvering,2004
Business,,Cruise,2004
Business,,Maneuvering,2004
Personal,,Descent,2004
Personal,,Landing,2004
Personal,,Approach,2004
Personal,,Takeoff,2004
Unknown,,Takeoff,2004
Personal,,Landing,2004
Personal,,Landing,2004
Other Work Use,,Cruise,2004
Personal,,Approach,2004
Personal,,Landing,2004
Personal,,Descent,2004
Personal,,Landing,2004
Personal,,Landing,2004
Instructional,,Go-around,2004
Instructional,,Descent,2004
Personal,1,Cruise,2004
Personal,,Cruise,2004
Personal,,Takeoff,2004
Personal,,Cruise,2004
Personal,,Landing,2004
Personal,,Landing,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Personal,,Takeoff,2004
Aerial Application,,Maneuvering,2004
,,Landing,2004
Aerial Application,,Maneuvering,2004
Personal,,Takeoff,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Personal,1,Cruise,2004
Personal,,Landing,2004
,,Cruise,2004
Personal,,Landing,2004
Instructional,,Cruise,2004
Instructional,,Landing,2004
Personal,,Landing,2004
Personal,,Maneuvering,2004
Instructional,1,Approach,2004
Personal,,Landing,2004
Personal,,Cruise,2004
Flight Test,,Maneuvering,2004
Instructional,,Cruise,2004
Business,,Cruise,2004
Personal,,Cruise,2004
Aerial Application,,Landing,2004
Personal,,Taxi,2004
Personal,,Cruise,2004
Aerial Application,,Maneuvering,2004
Positioning,,Go-around,2004
Personal,,Cruise,2004
Personal,,Climb,2004
Personal,,Cruise,2004
Personal,,Takeoff,2004
Personal,,Landing,2004
Personal,,Approach,2004
Business,,Descent,2004
Personal,,Cruise,2004
Personal,,Cruise,2004
Unknown,2,Maneuvering,2004
Business,,Landing,2004
Personal,,Takeoff,2004
Personal,2,Approach,2004
Personal,,Maneuvering,2004
Personal,,Landing,2004
Personal,,Climb,2004
Personal,,Go-around,2004
Personal,,Landing,2004
Instructional,,Landing,2004
Personal,1,Climb,2004
Aerial Application,,Approach,2004
Instructional,,Landing,2004
,,Standing,2004
Personal,,Takeoff,2004
Personal,2,Descent,2004
Business,,Landing,2004
Aerial Application,,Landing,2004
Personal,,Climb,2004
,,Takeoff,2004
Personal,,Landing,2004
Aerial Application,,Takeoff,2004
,1,Cruise,2004
,,Descent,2004
Instructional,,Landing,2004
,4,Takeoff,2004
,,Takeoff,2004
,,Cruise,2004
,,Takeoff,2004
Personal,,Cruise,2004
Business,,Standing,2004
Personal,1,Takeoff,2004
Instructional,2,Maneuvering,2004
Aerial Application,,Maneuvering,2004
Personal,,Approach,2004
,,Descent,2004
Unknown,,Takeoff,2004
Personal,,Landing,2004
Instructional,,Takeoff,2004
